person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
26,24000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.25,N,4
25,69000,MORTGAGE,9.0,VENTURE,A,25000,6.99,0,0.36,N,4
29,18000,RENT,2.0,VENTURE,B,3000,12.69,1,0.17,N,5
31,67000,RENT,2.0,VENTURE,A,3000,7.51,0,0.04,N,10
23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3
23,65000,MORTGAGE,0.0,PERSONAL,A,12000,7.9,0,0.18,N,3
39,24000,RENT,9.0,EDUCATION,B,5000,11.14,0,0.21,N,12
30,70000,MORTGAGE,14.0,EDUCATION,B,8000,9.91,0,0.11,N,5
31,30000,RENT,2.0,PERSONAL,C,7200,15.96,0,0.24,Y,6
24,42000,MORTGAGE,,PERSONAL,E,18250,16.82,1,0.43,Y,4
23,29000,RENT,6.0,MEDICAL,D,7750,14.59,1,0.27,Y,3
34,45000,RENT,,VENTURE,B,10000,11.71,0,0.22,N,10
22,67200,MORTGAGE,2.0,PERSONAL,B,5000,9.99,0,0.07,N,2
28,37000,MORTGAGE,6.0,MEDICAL,A,18250,7.49,0,0.49,N,10
23,90000,MORTGAGE,1.0,EDUCATION,B,12000,12.18,0,0.13,N,4
28,111000,MORTGAGE,12.0,DEBTCONSOLIDATION,F,25000,19.79,1,0.23,N,5
27,163232,MORTGAGE,5.0,VENTURE,B,4800,11.71,0,0.03,N,8
23,48000,RENT,8.0,PERSONAL,B,4000,10.37,1,0.08,N,3
28,143000,RENT,5.0,HOMEIMPROVEMENT,C,15000,12.53,0,0.1,N,6
26,25000,RENT,5.0,EDUCATION,A,6000,8.0,0,0.24,N,2
34,93600,RENT,15.0,EDUCATION,D,20000,15.31,0,0.21,N,5
23,40000,RENT,7.0,EDUCATION,D,9250,16.07,0,0.23,N,2
27,75288,MORTGAGE,12.0,MEDICAL,B,18050,10.0,0,0.24,N,10
22,18996,RENT,3.0,EDUCATION,D,3200,15.28,1,0.17,Y,3
41,103000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,20000,14.61,1,0.19,Y,16
23,54660,RENT,6.0,MEDICAL,B,17000,9.88,1,0.31,N,4
24,82000,RENT,8.0,EDUCATION,B,7000,10.0,0,0.09,N,4
36,65004,RENT,3.0,EDUCATION,D,20000,15.33,1,0.31,N,15
24,49812,RENT,4.0,MEDICAL,A,15000,6.17,0,0.3,N,3
29,240000,MORTGAGE,5.0,VENTURE,A,10000,8.49,0,0.04,N,8
24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3
22,21000,RENT,7.0,DEBTCONSOLIDATION,D,8000,16.77,1,0.38,Y,4
29,85000,MORTGAGE,14.0,VENTURE,B,7500,11.49,0,0.09,N,10
37,85000,RENT,3.0,EDUCATION,C,10000,14.27,0,0.12,N,14
25,95000,MORTGAGE,8.0,EDUCATION,B,6800,9.63,0,0.07,N,4
48,30000,OWN,0.0,EDUCATION,C,10000,,0,0.33,Y,12
30,106000,MORTGAGE,11.0,VENTURE,F,10000,,0,0.09,N,9
21,28000,MORTGAGE,2.0,EDUCATION,C,1000,12.99,0,0.04,Y,4
32,81000,MORTGAGE,1.0,PERSONAL,B,10000,10.37,0,0.12,N,10
25,52000,RENT,2.0,VENTURE,C,6000,12.87,0,0.12,Y,4
27,62000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3275,9.33,0,0.05,N,8
23,12996,OWN,0.0,DEBTCONSOLIDATION,C,2400,13.49,1,0.18,Y,2
27,104000,MORTGAGE,11.0,PERSONAL,B,10000,10.65,0,0.1,N,9
25,54000,MORTGAGE,,DEBTCONSOLIDATION,C,12000,12.73,1,0.22,N,4
22,82000,MORTGAGE,6.0,EDUCATION,B,10750,9.25,0,0.13,N,2
34,96900,RENT,1.0,DEBTCONSOLIDATION,A,4800,5.42,0,0.05,N,10
26,50004,RENT,3.0,VENTURE,C,15000,13.72,0,0.3,Y,4
23,62000,MORTGAGE,1.0,MEDICAL,A,10000,7.9,0,0.16,N,3
24,47000,MORTGAGE,0.0,PERSONAL,C,12000,13.49,0,0.26,Y,3
33,30784,RENT,7.0,DEBTCONSOLIDATION,C,9950,12.99,1,0.32,N,8
31,40000,MORTGAGE,5.0,PERSONAL,A,14000,6.03,0,0.35,N,10
26,87500,OTHER,3.0,VENTURE,D,7500,15.05,0,0.09,Y,2
32,46000,RENT,16.0,PERSONAL,B,10000,10.59,0,0.22,N,7
25,138000,MORTGAGE,9.0,PERSONAL,A,8000,6.99,0,0.06,N,4
21,48000,RENT,1.0,DEBTCONSOLIDATION,C,1800,13.35,0,0.04,Y,2
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2
22,78400,MORTGAGE,2.0,VENTURE,D,5000,17.49,0,0.06,Y,3
25,124000,OWN,9.0,MEDICAL,B,2000,,0,0.02,N,4
26,39000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,5000,13.67,1,0.13,N,3
24,30000,RENT,1.0,MEDICAL,B,4300,9.63,0,0.14,N,4
48,83000,RENT,2.0,VENTURE,B,12000,10.99,0,0.14,N,17
22,96000,MORTGAGE,4.0,EDUCATION,B,5500,12.69,0,0.06,N,3
22,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1800,6.17,0,0.05,N,4
22,59000,RENT,2.0,EDUCATION,A,7200,8.0,0,0.12,N,3
25,54000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5100,9.62,0,0.09,N,4
22,110000,RENT,6.0,DEBTCONSOLIDATION,C,20000,13.72,0,0.18,N,3
25,24000,RENT,3.0,DEBTCONSOLIDATION,C,6250,13.72,0,0.26,Y,3
27,119000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,30000,18.25,1,0.25,N,7
25,37200,RENT,6.0,VENTURE,A,7000,7.14,0,0.19,N,4
22,57600,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4000,,0,0.07,Y,2
23,40000,RENT,7.0,VENTURE,B,7500,12.69,0,0.19,N,2
23,36000,RENT,5.0,VENTURE,B,7000,10.65,0,0.19,N,2
35,70000,RENT,2.0,EDUCATION,C,2000,13.72,0,0.03,N,7
26,27031,RENT,2.0,VENTURE,B,6000,9.99,0,0.22,N,4
32,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,,1,0.04,N,9
30,117500,MORTGAGE,0.0,EDUCATION,A,13500,8.49,0,0.11,N,7
23,65000,MORTGAGE,0.0,EDUCATION,C,8500,15.23,0,0.13,Y,3
24,49600,MORTGAGE,8.0,HOMEIMPROVEMENT,A,2500,7.4,0,0.05,N,2
25,110000,MORTGAGE,9.0,EDUCATION,A,5000,7.14,0,0.05,N,4
30,84300,RENT,4.0,PERSONAL,B,12000,8.88,0,0.14,N,7
29,48000,MORTGAGE,5.0,EDUCATION,C,10000,12.73,0,0.21,Y,7
23,100000,RENT,4.0,VENTURE,B,4150,10.65,0,0.04,N,2
24,75000,RENT,8.0,EDUCATION,B,17000,9.33,0,0.23,N,3
29,27840,RENT,0.0,PERSONAL,E,8575,19.42,1,0.31,N,8
20,42000,RENT,4.0,VENTURE,B,6500,11.71,0,0.15,N,2
48,30000,RENT,0.0,DEBTCONSOLIDATION,B,6000,12.42,1,0.2,N,12
23,45600,MORTGAGE,7.0,VENTURE,C,10000,16.11,0,0.22,Y,4
24,50000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.62,1,0.1,N,4
25,154000,MORTGAGE,4.0,PERSONAL,A,12225,7.49,0,0.08,N,4
30,70000,RENT,2.0,MEDICAL,C,8000,13.11,0,0.11,Y,6
26,33800,RENT,4.0,EDUCATION,C,13000,13.57,1,0.38,N,4
24,75000,MORTGAGE,3.0,VENTURE,F,25000,19.74,0,0.33,N,4
22,24996,OWN,2.0,PERSONAL,B,13000,8.88,0,0.52,N,4
28,95000,MORTGAGE,9.0,MEDICAL,C,5000,,0,0.05,Y,7
23,80000,MORTGAGE,1.0,EDUCATION,C,12000,13.48,0,0.15,Y,4
31,56400,MORTGAGE,,MEDICAL,C,4000,13.35,1,0.07,N,5
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3
37,32000,RENT,4.0,MEDICAL,C,10000,13.79,1,0.31,N,14
30,45200,RENT,0.0,MEDICAL,B,4000,10.59,0,0.09,N,8
25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0,0.08,N,4
41,24000,MORTGAGE,5.0,MEDICAL,A,1500,,0,0.06,N,15
22,90000,RENT,6.0,MEDICAL,B,10200,11.71,0,0.11,N,3
29,200004,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19000,11.83,0,0.09,N,7
27,59000,MORTGAGE,3.0,MEDICAL,B,6000,11.83,0,0.1,N,5
50,19200,RENT,2.0,DEBTCONSOLIDATION,F,4000,,1,0.21,N,11
24,87000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.29,N,2
23,24000,OWN,5.0,VENTURE,A,12000,,0,0.5,N,4
25,36000,RENT,1.0,DEBTCONSOLIDATION,D,15000,15.05,1,0.42,Y,2
36,54996,RENT,4.0,MEDICAL,C,10000,13.47,0,0.18,N,13
24,88000,MORTGAGE,8.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.34,N,3
26,14040,RENT,1.0,DEBTCONSOLIDATION,B,4750,10.25,1,0.34,N,2
30,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,12.98,0,0.2,N,8
25,90000,MORTGAGE,9.0,MEDICAL,A,6000,6.99,0,0.07,N,3
23,85000,RENT,5.0,EDUCATION,A,10000,6.17,0,0.12,N,3
24,55000,MORTGAGE,8.0,EDUCATION,B,9600,,0,0.17,N,3
27,33000,RENT,11.0,HOMEIMPROVEMENT,D,1600,16.89,1,0.05,Y,5
22,52000,MORTGAGE,5.0,VENTURE,C,3000,14.35,0,0.06,N,2
29,80000,MORTGAGE,13.0,EDUCATION,A,10000,7.9,0,0.13,N,9
24,95000,RENT,4.0,HOMEIMPROVEMENT,D,20000,,0,0.21,Y,3
28,110000,MORTGAGE,1.0,MEDICAL,A,12000,8.94,0,0.11,N,7
29,36000,MORTGAGE,2.0,PERSONAL,D,20000,,0,0.56,N,6
25,39896,MORTGAGE,0.0,MEDICAL,A,9250,9.63,1,0.23,N,3
25,57500,RENT,4.0,EDUCATION,C,6000,11.28,1,0.1,N,3
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2
25,53600,RENT,1.0,EDUCATION,A,7300,8.0,0,0.14,N,4
22,64000,MORTGAGE,6.0,VENTURE,C,15000,13.23,0,0.23,Y,3
22,74000,MORTGAGE,1.0,VENTURE,E,25000,14.38,1,0.34,Y,3
39,90000,MORTGAGE,0.0,MEDICAL,B,18000,10.99,0,0.2,N,11
44,68000,RENT,7.0,EDUCATION,A,5150,7.9,0,0.08,N,14
21,26000,RENT,4.0,EDUCATION,C,7750,13.16,0,0.3,Y,3
24,44000,RENT,5.0,PERSONAL,C,2800,14.17,1,0.06,N,2
25,47000,RENT,1.0,VENTURE,A,8500,8.9,0,0.18,N,4
30,21600,RENT,4.0,VENTURE,B,5000,11.71,0,0.23,N,7
23,52000,MORTGAGE,5.0,EDUCATION,B,12800,10.65,0,0.25,N,2
25,35364,RENT,0.0,EDUCATION,A,10000,9.32,0,0.28,N,3
28,90000,MORTGAGE,12.0,EDUCATION,B,21000,11.36,0,0.23,N,8
22,24000,RENT,0.0,DEBTCONSOLIDATION,C,3000,,1,0.13,N,4
41,47000,OWN,2.0,PERSONAL,A,14000,7.88,0,0.3,N,12
26,70000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.45,0,0.14,N,3
25,21500,RENT,2.0,MEDICAL,C,7500,11.34,1,0.35,N,2
29,105000,MORTGAGE,11.0,HOMEIMPROVEMENT,D,15000,14.42,0,0.14,Y,5
22,90000,MORTGAGE,6.0,EDUCATION,B,6400,9.88,0,0.07,N,3
27,33200,RENT,0.0,MEDICAL,B,10000,11.71,0,0.3,N,5
32,35000,RENT,2.0,PERSONAL,B,5500,11.49,0,0.16,N,5
29,52044,MORTGAGE,12.0,EDUCATION,A,8875,7.9,1,0.17,N,7
23,54000,RENT,0.0,DEBTCONSOLIDATION,B,12000,12.42,1,0.22,N,2
29,50000,MORTGAGE,9.0,MEDICAL,A,10000,7.88,0,0.2,N,8
23,30000,RENT,2.0,EDUCATION,B,8000,12.42,0,0.27,N,2
34,30000,OWN,3.0,HOMEIMPROVEMENT,C,8875,14.27,0,0.3,Y,8
41,43000,RENT,2.0,MEDICAL,C,4000,13.23,0,0.09,N,16
27,75000,MORTGAGE,6.0,MEDICAL,A,10000,5.79,0,0.13,N,7
26,30000,OWN,0.0,HOMEIMPROVEMENT,C,15000,13.22,0,0.5,Y,2
22,106000,MORTGAGE,6.0,VENTURE,A,35000,,0,0.33,N,2
23,72000,RENT,3.0,MEDICAL,B,19000,10.99,0,0.26,N,4
26,65000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11500,7.49,0,0.18,N,4
26,49000,RENT,0.0,HOMEIMPROVEMENT,F,20000,19.79,1,0.41,N,3
31,54996,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.74,0,0.18,N,9
28,83004,RENT,13.0,MEDICAL,A,21600,6.91,0,0.26,N,10
24,37200,RENT,4.0,MEDICAL,D,10000,12.92,0,0.27,Y,4
26,40000,RENT,1.0,MEDICAL,C,5000,14.26,0,0.13,Y,2
29,60000,RENT,1.0,HOMEIMPROVEMENT,C,6000,14.79,0,0.1,N,9
21,15996,RENT,3.0,MEDICAL,D,4800,15.37,1,0.3,Y,3
23,43200,MORTGAGE,5.0,VENTURE,B,10000,12.69,0,0.23,N,3
21,18000,RENT,3.0,EDUCATION,A,2500,7.88,0,0.14,N,2
28,25000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,10625,14.27,0,0.42,Y,6
28,80000,RENT,2.0,DEBTCONSOLIDATION,B,15000,11.48,0,0.19,N,5
24,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,8500,10.99,0,0.16,N,3
22,52000,RENT,,MEDICAL,A,11200,6.62,0,0.22,N,4
23,32800,OWN,3.0,VENTURE,A,8000,7.29,0,0.24,N,3
23,25920,RENT,4.0,PERSONAL,D,10000,15.58,1,0.39,N,4
27,39600,RENT,4.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,N,6
22,65000,MORTGAGE,4.0,EDUCATION,A,9000,9.63,0,0.14,N,3
21,53000,RENT,3.0,EDUCATION,D,3000,,0,0.06,N,4
24,62000,RENT,3.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.16,Y,3
28,60000,MORTGAGE,0.0,PERSONAL,A,4000,7.9,0,0.07,N,8
37,80000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,13000,6.62,0,0.16,N,13
28,100000,MORTGAGE,13.0,VENTURE,A,13000,8.59,0,0.13,N,5
25,70000,MORTGAGE,9.0,PERSONAL,B,1000,12.69,0,0.01,N,2
28,72000,RENT,0.0,MEDICAL,C,24000,13.85,1,0.33,N,5
38,65000,OWN,12.0,HOMEIMPROVEMENT,B,3600,8.88,0,0.06,N,15
28,72087,MORTGAGE,10.0,PERSONAL,C,16000,,0,0.22,N,6
36,60000,RENT,2.0,HOMEIMPROVEMENT,B,15000,,0,0.25,N,12
32,119000,MORTGAGE,10.0,MEDICAL,C,9000,13.47,0,0.08,N,7
23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0,0.07,N,4
24,35004,RENT,6.0,MEDICAL,D,7200,,0,0.21,N,2
70,132000,MORTGAGE,0.0,PERSONAL,A,14000,,0,0.11,N,24
24,50000,MORTGAGE,7.0,VENTURE,D,1000,14.42,0,0.02,N,3
34,70000,RENT,1.0,PERSONAL,B,20000,,0,0.29,N,9
22,60000,MORTGAGE,5.0,EDUCATION,B,8800,10.37,0,0.15,N,4
32,156000,MORTGAGE,14.0,PERSONAL,B,10000,9.63,0,0.06,N,9
25,95000,RENT,1.0,DEBTCONSOLIDATION,A,7000,6.99,0,0.07,N,2
25,33000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.03,N,4
22,101000,RENT,0.0,EDUCATION,A,1475,5.79,0,0.01,N,3
29,68000,RENT,1.0,MEDICAL,B,10000,10.65,0,0.15,N,5
23,125000,MORTGAGE,7.0,EDUCATION,B,5000,,0,0.04,N,2
22,59000,MORTGAGE,5.0,MEDICAL,A,6000,,0,0.1,N,2
26,30000,RENT,0.0,DEBTCONSOLIDATION,D,6000,,1,0.2,Y,2
26,115200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,4500,11.97,0,0.04,Y,2
33,35000,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.48,0,0.29,Y,10
46,60000,MORTGAGE,7.0,EDUCATION,A,3600,6.99,0,0.06,N,12
25,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6500,5.79,0,0.11,N,4
36,60000,RENT,1.0,PERSONAL,C,7200,,0,0.12,Y,12
23,83000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.12,N,4
29,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6250,12.53,0,0.05,N,9
29,72000,RENT,4.0,DEBTCONSOLIDATION,C,7800,,0,0.11,Y,8
34,28800,RENT,0.0,EDUCATION,B,7200,11.99,1,0.25,N,10
24,44000,RENT,1.0,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,N,2
25,45000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6800,6.03,0,0.15,N,2
34,50000,RENT,5.0,VENTURE,C,1500,13.92,0,0.03,N,5
24,59000,RENT,1.0,EDUCATION,A,10000,,0,0.17,N,4
22,31000,RENT,6.0,PERSONAL,D,15000,,1,0.48,Y,4
21,27996,RENT,5.0,EDUCATION,A,3700,8.0,0,0.13,N,3
21,83000,MORTGAGE,4.0,MEDICAL,A,8500,8.0,0,0.1,N,4
25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2
23,51600,MORTGAGE,1.0,PERSONAL,B,4800,10.99,1,0.09,N,3
27,40000,RENT,4.0,VENTURE,D,10000,,0,0.25,Y,10
31,85224,OWN,15.0,PERSONAL,B,6000,10.0,0,0.07,N,9
24,85000,RENT,0.0,MEDICAL,C,15000,13.11,0,0.18,N,3
24,59000,RENT,2.0,DEBTCONSOLIDATION,D,6000,16.0,1,0.1,N,4
26,60000,MORTGAGE,10.0,MEDICAL,A,5000,6.92,0,0.08,N,4
29,35000,RENT,1.0,VENTURE,A,15000,7.9,1,0.43,N,10
32,70000,RENT,2.0,PERSONAL,A,9850,7.75,0,0.14,N,9
22,98000,MORTGAGE,6.0,PERSONAL,B,25000,10.25,1,0.26,N,3
43,50000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,10.0,0,0.1,N,16
33,103000,MORTGAGE,5.0,EDUCATION,A,24000,7.49,0,0.23,N,10
26,44000,MORTGAGE,8.0,MEDICAL,G,12000,18.84,1,0.27,Y,3
28,64000,MORTGAGE,3.0,VENTURE,C,5000,13.23,0,0.08,Y,7
23,50000,RENT,5.0,EDUCATION,E,9200,15.68,0,0.18,N,2
24,120000,RENT,9.0,MEDICAL,C,15400,14.26,0,0.13,N,2
26,42000,RENT,10.0,DEBTCONSOLIDATION,A,7000,,0,0.17,N,2
35,40000,RENT,6.0,DEBTCONSOLIDATION,C,5100,13.72,0,0.13,Y,5
25,122000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.57,0,0.08,Y,4
30,75000,MORTGAGE,3.0,VENTURE,A,18750,7.9,0,0.25,N,6
25,168000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,35000,10.65,0,0.21,N,4
25,121000,MORTGAGE,1.0,EDUCATION,B,3600,11.83,0,0.03,N,3
25,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,2400,11.86,0,0.03,N,4
24,79768,OWN,2.0,EDUCATION,C,12000,13.49,0,0.15,Y,4
21,39996,RENT,2.0,EDUCATION,A,10000,8.59,0,0.25,N,4
24,55000,RENT,5.0,VENTURE,A,9500,9.63,0,0.17,N,4
28,52000,MORTGAGE,10.0,EDUCATION,A,13600,7.88,0,0.26,N,7
35,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,13.43,1,0.33,N,7
22,28800,RENT,5.0,MEDICAL,B,9000,10.99,1,0.31,N,2
32,54000,MORTGAGE,6.0,EDUCATION,A,4800,,0,0.09,N,7
40,81000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,20000,6.17,0,0.25,N,14
32,24000,OWN,2.0,PERSONAL,D,5000,16.29,0,0.21,N,9
25,54000,RENT,0.0,HOMEIMPROVEMENT,C,10000,15.23,1,0.19,N,4
23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0,0.13,N,2
35,38469,RENT,0.0,HOMEIMPROVEMENT,C,10000,12.23,1,0.26,Y,7
23,57664,MORTGAGE,4.0,EDUCATION,A,10000,6.62,0,0.17,N,4
24,61400,RENT,1.0,VENTURE,C,12250,12.23,0,0.2,N,4
21,32000,RENT,6.0,MEDICAL,D,12000,,1,0.38,Y,2
35,22300,OWN,1.0,PERSONAL,C,3775,15.27,0,0.17,N,6
24,52000,OWN,8.0,EDUCATION,B,4000,10.62,0,0.08,N,4
28,33996,MORTGAGE,5.0,PERSONAL,A,12000,,1,0.35,N,8
23,36000,OWN,7.0,EDUCATION,B,6000,8.88,0,0.17,N,2
30,70125,MORTGAGE,2.0,MEDICAL,D,25000,15.33,1,0.3,Y,9
29,69996,RENT,0.0,VENTURE,B,2400,11.11,0,0.03,N,6
30,37200,MORTGAGE,0.0,MEDICAL,C,6600,13.49,0,0.18,N,9
27,36200,RENT,2.0,DEBTCONSOLIDATION,B,3600,,0,0.1,N,10
24,110000,RENT,4.0,PERSONAL,A,8000,5.99,0,0.07,N,3
29,41700,RENT,0.0,EDUCATION,A,4500,,0,0.11,N,6
24,162000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,15.96,0,0.1,Y,2
37,45000,RENT,1.0,MEDICAL,A,7200,9.63,0,0.16,N,11
25,154000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,9200,12.61,0,0.06,Y,4
23,55000,RENT,0.0,VENTURE,C,12300,,0,0.22,N,4
23,60228,RENT,7.0,MEDICAL,C,8000,12.98,0,0.13,Y,2
48,19200,OWN,1.0,MEDICAL,C,7000,,1,0.36,N,16
26,45000,RENT,0.0,DEBTCONSOLIDATION,B,9000,10.39,0,0.2,N,2
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2
29,47340,RENT,5.0,DEBTCONSOLIDATION,B,2000,9.99,0,0.04,N,6
25,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,11.36,1,0.38,N,2
32,75250,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.99,0,0.05,N,7
29,72000,RENT,3.0,HOMEIMPROVEMENT,E,4000,18.79,0,0.06,N,6
38,17280,OWN,0.0,VENTURE,D,1000,16.29,0,0.06,Y,13
21,20000,RENT,2.0,MEDICAL,A,9000,7.51,1,0.45,N,4
31,54000,MORTGAGE,,VENTURE,A,6000,7.66,0,0.11,N,6
25,62000,MORTGAGE,7.0,VENTURE,A,12000,5.42,0,0.19,N,2
30,63000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,3500,7.49,0,0.06,N,7
36,43200,MORTGAGE,13.0,DEBTCONSOLIDATION,B,11000,,0,0.25,N,12
28,45000,RENT,3.0,EDUCATION,C,2800,,0,0.06,N,8
29,65000,MORTGAGE,7.0,MEDICAL,B,7000,,0,0.11,N,5
22,35000,MORTGAGE,7.0,VENTURE,A,4000,7.29,0,0.11,N,2
23,58000,OTHER,0.0,VENTURE,B,16000,12.21,0,0.28,N,4
30,110000,MORTGAGE,0.0,PERSONAL,B,12000,10.74,0,0.11,N,8
41,21000,RENT,0.0,MEDICAL,B,3000,,0,0.14,N,15
27,82600,RENT,4.0,MEDICAL,B,10800,9.76,0,0.13,N,8
34,19600,RENT,3.0,PERSONAL,B,4500,10.59,1,0.23,N,9
26,76000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5425,8.49,0,0.07,N,3
28,102000,MORTGAGE,0.0,PERSONAL,A,10000,5.99,0,0.1,N,10
26,88000,RENT,10.0,VENTURE,B,10000,12.69,0,0.11,N,2
23,25000,RENT,0.0,DEBTCONSOLIDATION,A,5000,6.91,0,0.2,N,3
27,50000,MORTGAGE,7.0,MEDICAL,A,9500,8.9,0,0.19,N,8
23,30000,RENT,0.0,EDUCATION,B,4275,11.86,0,0.14,N,4
28,30000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.32,1,0.33,N,7
27,58650,MORTGAGE,11.0,MEDICAL,A,4000,5.42,1,0.06,N,6
44,17112,RENT,,DEBTCONSOLIDATION,A,1200,7.66,0,0.07,N,14
29,30000,OWN,0.0,PERSONAL,A,10000,6.17,0,0.33,N,5
25,46596,RENT,2.0,DEBTCONSOLIDATION,B,13200,12.53,0,0.28,N,4
27,22708,RENT,6.0,VENTURE,D,2500,14.84,1,0.11,Y,8
26,55000,RENT,1.0,DEBTCONSOLIDATION,C,3000,,0,0.05,N,2
25,48000,MORTGAGE,8.0,PERSONAL,A,2250,8.49,1,0.05,N,3
32,62000,MORTGAGE,3.0,EDUCATION,B,20000,11.36,0,0.32,N,9
31,95800,RENT,1.0,HOMEIMPROVEMENT,B,5750,9.45,0,0.06,N,10
22,96000,MORTGAGE,4.0,VENTURE,A,8000,7.88,0,0.08,N,4
24,36000,RENT,0.0,DEBTCONSOLIDATION,B,12250,11.49,1,0.34,N,2
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2
52,59004,RENT,4.0,DEBTCONSOLIDATION,D,20000,15.58,1,0.34,N,22
33,48000,MORTGAGE,1.0,PERSONAL,D,20000,16.07,0,0.42,N,10
21,24000,RENT,,EDUCATION,B,3600,11.99,0,0.15,N,3
44,36000,MORTGAGE,6.0,EDUCATION,A,1000,7.51,0,0.03,N,14
24,31776,RENT,6.0,VENTURE,A,4700,8.94,0,0.15,N,3
34,31075,MORTGAGE,3.0,EDUCATION,A,7400,7.51,0,0.24,N,6
23,30000,RENT,3.0,PERSONAL,B,10000,11.14,1,0.33,N,2
27,98000,MORTGAGE,11.0,VENTURE,B,17000,8.88,0,0.17,N,9
26,69996,MORTGAGE,10.0,DEBTCONSOLIDATION,C,14000,13.49,0,0.2,N,2
33,44004,MORTGAGE,4.0,EDUCATION,A,9275,7.29,0,0.21,N,7
22,55000,OWN,6.0,EDUCATION,B,25000,10.74,0,0.45,N,2
31,64000,MORTGAGE,15.0,EDUCATION,B,24000,10.25,0,0.38,N,5
26,50000,OWN,5.0,MEDICAL,A,3250,7.51,0,0.07,N,2
25,64000,RENT,8.0,DEBTCONSOLIDATION,D,15000,14.42,1,0.23,Y,3
22,45000,RENT,7.0,EDUCATION,C,6200,13.79,0,0.14,N,3
23,65004,MORTGAGE,7.0,PERSONAL,A,15000,7.88,0,0.23,N,3
22,37440,RENT,1.0,EDUCATION,C,3200,13.04,0,0.09,Y,2
29,24000,RENT,6.0,PERSONAL,B,5000,10.74,0,0.21,N,10
22,57600,OWN,6.0,VENTURE,A,6500,7.49,0,0.11,N,3
33,186996,MORTGAGE,0.0,EDUCATION,D,25000,14.46,0,0.13,Y,8
29,92200,RENT,7.0,VENTURE,D,25000,14.96,0,0.27,N,5
